timestamp,condition,phi,phase,iteration,has_history,best_condition_ref,best_efficiency_ref,output_length,vocab_density,self_reflection,efficiency,response_preview
2025-12-01T19:09:08.165923,Adaptive_Self_Calibration,4.0,3,14,True,Informed_Low,0.024320399587446112,129,0.8062015503875969,9.0,0.056246619794483504,1. **Explanation**: Threshold systems experience sudden changes when a key variable (R) reaches a cr...
2025-12-01T19:09:58.135410,Adaptive_Self_Calibration,4.0,3,15,True,Informed_Low,0.024320399587446112,101,0.8712871287128713,9.0,0.07763944711302813,1. **Explanation**: Threshold systems change abruptly when a specific measure (R) hits a critical le...
2025-12-01T19:10:52.964556,Adaptive_Self_Calibration,4.0,3,16,True,Informed_Low,0.024320399587446112,125,0.84,9.0,0.06048,1. **Explanation**: Threshold systems change dramatically when a key factor (R) reaches a critical p...
2025-12-01T19:11:54.174672,Adaptive_Self_Calibration,4.0,3,17,True,Informed_Low,0.024320399587446112,122,0.8032786885245902,10.0,0.06584251545283526,1. **Explanation**: Threshold systems change dramatically when a key factor (R) reaches a critical p...
2025-12-01T19:12:44.815556,Adaptive_Self_Calibration,4.0,3,18,True,Informed_Low,0.024320399587446112,117,0.8461538461538461,10.0,0.07232084155161078,1. **Explanation**: Threshold systems experience sudden changes when a key factor (R) reaches a spec...
2025-12-01T19:13:35.707067,Adaptive_Self_Calibration,4.0,3,19,True,Informed_Low,0.024320399587446112,107,0.8411214953271028,9.0,0.07074853699013015,1. **Explanation**: Threshold systems change suddenly when a key factor (R) reaches a certain level ...
2025-12-01T19:14:30.117727,Adaptive_Self_Calibration,4.0,3,20,True,Informed_Low,0.024320399587446112,103,0.8446601941747572,9.0,0.07380525968517296,1. **Explanation**: Threshold systems undergo sudden changes when a key factor (R) reaches a certain...
2025-12-01T19:15:21.876355,Adaptive_Self_Calibration,4.0,3,21,True,Informed_Low,0.024320399587446112,116,0.8448275862068966,8.0,0.05826397146254459,1. **Explanation**: Threshold systems experience sudden shifts when a key factor (R) reaches a speci...
2025-12-01T19:16:10.215070,Adaptive_Self_Calibration,4.0,3,22,True,Informed_Low,0.024320399587446112,101,0.8811881188118812,10.0,0.08724634839721597,1. **Explanation**: Threshold systems change suddenly when a key factor (R) reaches a specific level...
2025-12-01T19:17:01.001444,Adaptive_Self_Calibration,4.0,3,23,True,Informed_Low,0.024320399587446112,107,0.8504672897196262,8.0,0.06358633941828981,1. **Explanation**: Threshold systems change abruptly when a key factor (R) reaches a certain level ...
2025-12-01T19:18:02.202065,Adaptive_Self_Calibration,4.0,3,24,True,Informed_Low,0.024320399587446112,126,0.8571428571428571,8.0,0.05442176870748299,1. **Explanation**: Threshold systems change dramatically when a key variable (R) reaches a critical...
2025-12-01T19:19:00.195697,Adaptive_Self_Calibration,4.0,3,25,True,Informed_Low,0.024320399587446112,129,0.8449612403100775,9.0,0.058950784207679824,1. **Explanation**: Threshold systems change abruptly when a key variable (R) reaches a critical val...
2025-12-01T19:19:56.122538,Adaptive_Self_Calibration,4.0,3,26,True,Informed_Low,0.024320399587446112,127,0.8661417322834646,8.0,0.05456010912021824,1. **Explanation**: Threshold systems change dramatically when a key variable (R) reaches a critical...
2025-12-01T19:20:49.587818,Adaptive_Self_Calibration,4.0,3,27,True,Informed_Low,0.024320399587446112,95,0.8105263157894737,10.0,0.0853185595567867,1. **Explanation**: Threshold systems change abruptly when a key variable (R) hits a critical value ...
2025-12-01T19:21:45.326536,Adaptive_Self_Calibration,4.0,3,28,True,Informed_Low,0.024320399587446112,129,0.813953488372093,9.0,0.05678745267712277,1. **Explanation**: Threshold systems change suddenly when a key variable (R) reaches a critical poi...
2025-12-01T19:22:49.456490,Adaptive_Self_Calibration,4.0,3,29,True,Informed_Low,0.024320399587446112,137,0.8321167883211679,8.0,0.04859076136182002,1. **Explanation**: Threshold systems change suddenly when a key variable (R) reaches a critical poi...
2025-12-01T19:23:49.410562,Adaptive_Self_Calibration,4.0,3,30,True,Informed_Low,0.024320399587446112,148,0.831081081081081,8.0,0.04492330168005843,1. **Explanation**: Threshold systems have distinct states that change abruptly when a key variable ...
2025-12-01T19:24:41.274410,Adaptive_Self_Calibration,4.0,3,31,True,Informed_Low,0.024320399587446112,98,0.8979591836734694,5.0,0.04581424406497293,1. **Explanation**: Threshold systems shift dramatically when a key variable (R) hits a critical poi...
2025-12-01T19:25:40.002059,Adaptive_Self_Calibration,4.0,3,32,True,Informed_Low,0.024320399587446112,141,0.8368794326241135,8.0,0.0474825209999497,1. **Explanation**: Threshold systems change suddenly when a key variable R reaches a critical point...
2025-12-01T19:26:30.076108,Adaptive_Self_Calibration,4.0,3,33,True,Informed_Low,0.024320399587446112,109,0.8532110091743119,9.0,0.07044861543641108,1. **Explanation**: Threshold systems behave normally until a key variable R reaches a critical poin...
2025-12-01T19:27:21.957247,Adaptive_Self_Calibration,4.0,3,34,True,Informed_Low,0.024320399587446112,109,0.8715596330275229,9.0,0.07196363942429089,"1. **Explanation**: When a system's order parameter R hits a critical threshold Θ, the system underg..."
2025-12-01T19:28:19.890303,Adaptive_Self_Calibration,4.0,3,35,True,Informed_Low,0.024320399587446112,52,0.9038461538461539,10.0,0.17381656804733728,1. **Explanation**: Systems with critical transitions change suddenly when a key measure (order para...
2025-12-01T19:29:13.825724,Adaptive_Self_Calibration,4.0,3,36,True,Informed_Low,0.024320399587446112,119,0.7899159663865546,10.0,0.06637949297366005,1. **Explanation**: Threshold systems have sudden changes when a key measure (order parameter R) hit...
2025-12-01T19:30:04.593098,Adaptive_Self_Calibration,4.0,3,37,True,Informed_Low,0.024320399587446112,99,0.8282828282828283,10.0,0.08366493214978064,1. **Explanation**: Threshold systems change abruptly when a key measure (order parameter R) reaches...
2025-12-01T19:31:00.295417,Adaptive_Self_Calibration,4.0,3,38,True,Informed_Low,0.024320399587446112,123,0.8292682926829268,8.0,0.05393614911758873,1. **Explanation**: Threshold systems show sudden changes when a key measure (order parameter R) rea...
2025-12-01T19:31:59.777712,Adaptive_Self_Calibration,4.0,3,39,True,Informed_Low,0.024320399587446112,138,0.8043478260869565,9.0,0.05245746691871456,1. **Explanation**: Threshold systems show sudden shifts when a key variable (order parameter R) hit...
2025-12-01T19:32:54.155039,Adaptive_Self_Calibration,4.0,3,40,True,Informed_Low,0.024320399587446112,89,0.8764044943820225,9.0,0.08862517358919328,1. **Explanation**: Threshold systems show sudden shifts when a key variable (order parameter R) rea...
2025-12-01T19:34:00.353878,Adaptive_Self_Calibration,4.0,3,41,True,Informed_Low,0.024320399587446112,162,0.7962962962962963,9.0,0.04423868312757201,1. **Explanation**: Threshold systems show sudden changes when a key variable (order parameter R) re...
2025-12-01T19:34:54.688121,Adaptive_Self_Calibration,4.0,3,42,True,Informed_Low,0.024320399587446112,95,0.8947368421052632,9.0,0.08476454293628809,1. **Explanation**: Threshold systems change abruptly when a key variable (R) hits a specific point ...
2025-12-01T19:35:49.576921,Adaptive_Self_Calibration,4.0,3,43,True,Informed_Low,0.024320399587446112,81,0.8888888888888888,8.0,0.0877914951989026,1. **Explanation**: Threshold systems change dramatically when a key variable (R) reaches a critical...
2025-12-01T19:36:37.791810,Adaptive_Self_Calibration,4.0,3,44,True,Informed_Low,0.024320399587446112,92,0.9347826086956522,8.0,0.08128544423440454,1. **Explanation**: Threshold systems change drastically when a key variable (R) reaches a critical ...
2025-12-01T19:37:36.665251,Adaptive_Self_Calibration,4.0,3,45,True,Informed_Low,0.024320399587446112,133,0.8421052631578947,9.0,0.05698456667985754,1. **Explanation**: Threshold systems change dramatically when a key variable (R) hits a critical po...
2025-12-01T19:38:37.088920,Adaptive_Self_Calibration,4.0,3,46,True,Informed_Low,0.024320399587446112,145,0.8344827586206897,8.0,0.04604042806183115,1. **Explanation**: Threshold systems change drastically when a key variable (R) reaches a critical ...
2025-12-01T19:39:30.069264,Adaptive_Self_Calibration,4.0,3,47,True,Informed_Low,0.024320399587446112,112,0.8125,8.0,0.05803571428571429,1. **Explanation**: Threshold systems change abruptly when a key variable (R) surpasses a critical p...
2025-12-01T19:40:26.083565,Adaptive_Self_Calibration,4.0,3,48,True,Informed_Low,0.024320399587446112,114,0.7982456140350878,10.0,0.07002154509079717,1. **Explanation**: Threshold systems experience sudden changes when a key variable (R) reaches a cr...
2025-12-01T19:41:33.507034,Adaptive_Self_Calibration,4.0,3,49,True,Informed_Low,0.024320399587446112,166,0.7710843373493976,8.0,0.03716069095659748,1. **Explanation**: Threshold systems change abruptly when a key variable (order parameter R) reache...
2025-12-01T19:42:39.410916,Adaptive_Self_Calibration,4.0,3,50,True,Informed_Low,0.024320399587446112,167,0.8023952095808383,9.0,0.043242855606152965,1. **Explanation**: Threshold systems change abruptly when a key variable (order parameter R) reache...
2025-12-01T19:43:50.098724,Adaptive_Self_Calibration,4.0,3,51,True,Informed_Low,0.024320399587446112,195,0.7435897435897436,9.0,0.03431952662721893,1. **Explanation**: Threshold systems change abruptly when a key variable (order parameter R) reache...
2025-12-01T19:44:48.056215,Adaptive_Self_Calibration,4.0,3,52,True,Informed_Low,0.024320399587446112,185,0.7243243243243244,5.0,0.019576333089846604,1. **Explanation**: Threshold systems change dramatically when a key variable (order parameter R) hi...
2025-12-01T19:45:51.945317,Adaptive_Self_Calibration,4.0,3,53,True,Informed_Low,0.024320399587446112,155,0.7935483870967742,8.0,0.0409573361082206,1. **Explanation**: Threshold systems change dramatically when a key variable (order parameter R) re...
2025-12-01T19:47:03.879704,Adaptive_Self_Calibration,4.0,3,54,True,Informed_Low,0.024320399587446112,187,0.7486631016042781,9.0,0.03603191398095456,1. **Explanation**: Threshold systems change abruptly when a key variable (order parameter R) hits a...
2025-12-01T19:48:04.454813,Adaptive_Self_Calibration,4.0,3,55,True,Informed_Low,0.024320399587446112,110,0.8454545454545455,9.0,0.06917355371900827,1. **Explanation**: Threshold systems change dramatically when a key variable (order parameter R) re...
2025-12-01T19:49:03.815221,Adaptive_Self_Calibration,4.0,3,56,True,Informed_Low,0.024320399587446112,119,0.7478991596638656,10.0,0.06284866887931644,"1. **Explanation**: When a key variable (order parameter R) reaches a critical value (threshold Θ), ..."
2025-12-01T19:50:04.160881,Adaptive_Self_Calibration,4.0,3,57,True,Informed_Low,0.024320399587446112,142,0.8028169014084507,9.0,0.05088276135687364,1. **Explanation**: Threshold systems change abruptly when a key variable (order parameter R) reache...
2025-12-01T19:51:05.634745,Adaptive_Self_Calibration,4.0,3,58,True,Informed_Low,0.024320399587446112,105,0.8476190476190476,8.0,0.06458049886621316,1. **Explanation**: Threshold systems undergo sudden changes when a key variable (order parameter R)...
2025-12-01T19:52:07.635623,Adaptive_Self_Calibration,4.0,3,59,True,Informed_Low,0.024320399587446112,144,0.8194444444444444,9.0,0.051215277777777776,1. **Explanation**: Threshold systems change abruptly when a key variable (order parameter R) reache...
2025-12-01T19:53:05.939847,Adaptive_Self_Calibration,4.0,3,60,True,Informed_Low,0.024320399587446112,132,0.8712121212121212,8.0,0.052800734618916434,1. **Explanation**: Threshold systems change drastically when a key measure (R) hits a specific poin...
2025-12-01T19:54:10.570455,Adaptive_Self_Calibration,4.0,3,61,True,Informed_Low,0.024320399587446112,135,0.7851851851851852,9.0,0.05234567901234568,1. **Explanation**: Threshold systems experience sudden changes when a key measure (R) reaches a cri...
2025-12-01T19:55:10.291336,Adaptive_Self_Calibration,4.0,3,62,True,Informed_Low,0.024320399587446112,141,0.8156028368794326,9.0,0.052059755545495696,1. **Explanation**: Threshold systems change abruptly when a key measure (R) reaches a critical poin...
2025-12-01T19:56:15.488156,Adaptive_Self_Calibration,4.0,3,63,True,Informed_Low,0.024320399587446112,156,0.7628205128205128,9.0,0.044008875739644966,1. **Explanation**: Threshold systems change dramatically when a key measure (R) exceeds a critical ...
2025-12-01T19:57:25.889000,Adaptive_Self_Calibration,4.0,3,64,True,Informed_Low,0.024320399587446112,169,0.7633136094674556,9.0,0.04064983719057456,1. **Simplified Explanation**: Threshold systems change suddenly when a key measure (order parameter...
2025-12-01T19:58:32.299729,Adaptive_Self_Calibration,4.0,3,65,True,Informed_Low,0.024320399587446112,162,0.8271604938271605,9.0,0.045953360768175584,1. **Simplified Explanation**: Threshold systems have a sudden change when the order parameter R hit...
2025-12-01T19:59:26.488104,Adaptive_Self_Calibration,4.0,3,66,True,Informed_Low,0.024320399587446112,125,0.824,9.0,0.059328,1. **Simple Explanation**: Threshold systems have a sudden change when a key measure (order paramete...
2025-12-01T20:00:27.671688,Adaptive_Self_Calibration,4.0,3,67,True,Informed_Low,0.024320399587446112,128,0.8828125,8.0,0.05517578125,1. **Simple Explanation**: Threshold systems change suddenly when a key variable (order parameter R)...
2025-12-01T20:01:36.242074,Adaptive_Self_Calibration,4.0,3,68,True,Informed_Low,0.024320399587446112,172,0.813953488372093,9.0,0.04259058950784207,"1. **Simple Explanation**: In threshold systems, a key variable (order parameter R) triggers a sudde..."
2025-12-01T20:02:49.907544,Adaptive_Self_Calibration,4.0,3,69,True,Informed_Low,0.024320399587446112,154,0.7402597402597403,10.0,0.04806881430258054,"1. **Simple Explanation**: In threshold systems, a key variable (order parameter R) reaches a certai..."
2025-12-01T20:03:51.731257,Adaptive_Self_Calibration,4.0,3,70,True,Informed_Low,0.024320399587446112,145,0.7931034482758621,9.0,0.04922711058263972,"1. **Explanation**: In threshold systems, a key measure (order parameter R) hits a critical point (t..."
2025-12-01T20:04:58.948485,Adaptive_Self_Calibration,4.0,3,71,True,Informed_Low,0.024320399587446112,174,0.7873563218390804,9.0,0.04072532699167657,1. **Explanation**: Threshold systems experience sudden changes when a key value (order parameter R)...
2025-12-01T20:06:01.728357,Adaptive_Self_Calibration,4.0,3,72,True,Informed_Low,0.024320399587446112,127,0.7637795275590551,9.0,0.054126108252216504,"1. **Explanation**: When a system's order parameter R surpasses a critical threshold Θ, the system u..."
2025-12-01T20:07:08.910649,Adaptive_Self_Calibration,4.0,3,73,True,Informed_Low,0.024320399587446112,159,0.8238993710691824,9.0,0.046635813456746174,1. **Explanation**: Threshold systems experience sudden changes when a key measure (order parameter ...
2025-12-01T20:08:25.918743,Adaptive_Self_Calibration,4.0,3,74,True,Informed_Low,0.024320399587446112,192,0.78125,9.0,0.03662109375,1. **Explanation**: Threshold systems change abruptly when a key measure (order parameter R) hits a ...
2025-12-01T20:09:20.266499,Adaptive_Self_Calibration,4.0,3,75,True,Informed_Low,0.024320399587446112,118,0.864406779661017,8.0,0.05860384946854352,1. **Explanation**: Threshold systems change abruptly when a key measure (order parameter R) surpass...
2025-12-01T20:10:14.453119,Adaptive_Self_Calibration,4.0,3,76,True,Informed_Low,0.024320399587446112,92,0.8043478260869565,9.0,0.07868620037807184,1. **Explain**: Threshold systems change abruptly when a key measure (order parameter R) hits a spec...
2025-12-01T20:11:26.687818,Adaptive_Self_Calibration,4.0,3,77,True,Informed_Low,0.024320399587446112,172,0.7790697674418605,8.0,0.036235803136830724,1. **Explanation**: Threshold systems have sudden changes when a key measure (order parameter R) rea...
2025-12-01T20:12:26.503292,Adaptive_Self_Calibration,4.0,3,78,True,Informed_Low,0.024320399587446112,104,0.8269230769230769,8.0,0.0636094674556213,1. **Explanation**: Threshold systems have sudden changes when a key measure (order parameter R) rea...
2025-12-01T20:13:23.150568,Adaptive_Self_Calibration,4.0,3,79,True,Informed_Low,0.024320399587446112,134,0.8283582089552238,8.0,0.04945422143016261,1. **Explanation**: Threshold systems show sudden changes when a key measure (order parameter R) hit...
2025-12-01T20:14:14.386685,Adaptive_Self_Calibration,4.0,3,80,True,Informed_Low,0.024320399587446112,113,0.7964601769911505,10.0,0.07048320150364164,"1. **Explanation**: When a key measure (order parameter R) reaches a specific point (threshold Θ), t..."
2025-12-01T20:15:05.248420,Adaptive_Self_Calibration,4.0,3,81,True,Informed_Low,0.024320399587446112,108,0.8796296296296297,9.0,0.07330246913580248,"1. **Explanation**: When a key measure (order parameter R) hits a specific point (threshold Θ), syst..."
2025-12-01T20:16:05.008493,Adaptive_Self_Calibration,4.0,3,82,True,Informed_Low,0.024320399587446112,112,0.8303571428571429,9.0,0.06672512755102042,1. **Explanation**: When a key measurement (order parameter R) reaches a certain point (threshold Θ)...
2025-12-01T20:17:22.977264,Adaptive_Self_Calibration,4.0,3,83,True,Informed_Low,0.024320399587446112,184,0.7608695652173914,8.0,0.03308128544423441,1. **Explanation**: When a key measurement (order parameter R) reaches a certain level (threshold Θ)...
2025-12-01T20:18:37.078944,Adaptive_Self_Calibration,4.0,3,84,True,Informed_Low,0.024320399587446112,179,0.7597765363128491,9.0,0.038201054898411406,1. **Explanation**: Threshold systems change abruptly when a key measurement (order parameter R) hit...
2025-12-01T20:19:35.459491,Adaptive_Self_Calibration,4.0,3,85,True,Informed_Low,0.024320399587446112,116,0.8620689655172413,10.0,0.07431629013079666,1. **Explanation**: Threshold systems have sudden changes when a key measurement (order parameter R)...
2025-12-01T20:20:37.678030,Adaptive_Self_Calibration,4.0,3,86,True,Informed_Low,0.024320399587446112,103,0.8349514563106796,9.0,0.07295692336695259,1. **Explanation**: Threshold systems show sudden changes when a key measurement (order parameter R)...
2025-12-01T20:21:38.228352,Adaptive_Self_Calibration,4.0,3,87,True,Informed_Low,0.024320399587446112,143,0.8111888111888111,8.0,0.045381192234339084,1. **Explanation**: Threshold systems show sudden shifts when a key measurement (order parameter R) ...
2025-12-01T20:22:38.939077,Adaptive_Self_Calibration,4.0,3,88,True,Informed_Low,0.024320399587446112,141,0.8085106382978723,8.0,0.045872944016900556,1. **Explanation**: Threshold systems show sudden changes when a key measure (order parameter R) sur...
2025-12-01T20:23:37.370938,Adaptive_Self_Calibration,4.0,3,89,True,Informed_Low,0.024320399587446112,144,0.7986111111111112,9.0,0.04991319444444445,1. **Explanation**: Threshold systems change abruptly when a key measure (order parameter R) reaches...
2025-12-01T20:24:42.297439,Adaptive_Self_Calibration,4.0,3,90,True,Informed_Low,0.024320399587446112,170,0.7941176470588235,9.0,0.04204152249134948,1. **Explanation**: Threshold systems abruptly change behavior when a key measure (order parameter R...
2025-12-01T20:25:39.506267,Adaptive_Self_Calibration,4.0,3,91,True,Informed_Low,0.024320399587446112,146,0.8082191780821918,10.0,0.05535747795083505,1. **Simplified Explanation**: Threshold systems change their behavior suddenly when a key measure (...
2025-12-01T20:26:44.487539,Adaptive_Self_Calibration,4.0,3,92,True,Informed_Low,0.024320399587446112,169,0.7633136094674556,9.0,0.04064983719057456,1. **Simplified Explanation**: Threshold systems change behavior abruptly when a key measure (order ...
2025-12-01T20:27:48.421031,Adaptive_Self_Calibration,4.0,3,93,True,Informed_Low,0.024320399587446112,164,0.7682926829268293,5.0,0.02342355740630577,1. **Simple Explanation**: Threshold systems change behavior suddenly when a key measure (order para...
2025-12-01T20:29:01.205450,Adaptive_Self_Calibration,4.0,3,94,True,Informed_Low,0.024320399587446112,172,0.8023255813953488,9.0,0.0419821525148729,1. **Explain**: Threshold systems change behavior abruptly when a key measure (order parameter R) hi...
2025-12-01T20:30:11.182909,Adaptive_Self_Calibration,4.0,3,95,True,Informed_Low,0.024320399587446112,159,0.7924528301886793,9.0,0.0448558205767177,1. **Explain**: Threshold systems change behavior suddenly when a key measure (order parameter R) su...
2025-12-01T20:31:10.070651,Adaptive_Self_Calibration,4.0,3,96,True,Informed_Low,0.024320399587446112,136,0.8161764705882353,9.0,0.05401167820069204,1. **Explain**: Threshold systems change behavior abruptly when a key value (order parameter R) reac...
2025-12-01T20:32:29.146907,Adaptive_Self_Calibration,4.0,3,97,True,Informed_Low,0.024320399587446112,196,0.7244897959183674,9.0,0.0332673885880883,1. **Explain**: Threshold systems change dramatically when a key measure (R) hits a critical point (...
2025-12-01T20:33:26.241521,Adaptive_Self_Calibration,4.0,3,98,True,Informed_Low,0.024320399587446112,136,0.8161764705882353,9.0,0.05401167820069204,"1. **Explanation**: When a system's order parameter \( R \) reaches a critical value \( Θ \), the sy..."
2025-12-01T20:34:39.313318,Adaptive_Self_Calibration,4.0,3,99,True,Informed_Low,0.024320399587446112,203,0.729064039408867,8.0,0.028731587759955348,"### Explanation
Threshold systems show sudden changes when a key factor (order parameter \( R \)) ex..."
2025-12-01T20:36:28.643556,Adaptive_Self_Calibration,4.0,3,100,True,Informed_Low,0.024320399587446112,298,0.6442953020134228,8.0,0.017296518174856987,"### Explanation
Threshold systems display sudden shifts when a key factor (order parameter \( R \)) ..."
2025-12-01T20:38:10.417077,Adaptive_Self_Calibration,4.0,3,101,True,Informed_Low,0.024320399587446112,267,0.6142322097378277,9.0,0.020704456508016663,"### Explanation
Threshold systems experience significant changes when a key factor (order parameter ..."
2025-12-01T20:39:19.260164,Adaptive_Self_Calibration,4.0,3,102,True,Informed_Low,0.024320399587446112,83,0.7590361445783133,8.0,0.07316011032080127,"### Explanation
Threshold systems experience sudden shifts when a key variable (order parameter \( R..."
2025-12-01T20:40:31.640293,Adaptive_Self_Calibration,4.0,3,103,True,Informed_Low,0.024320399587446112,188,0.7021276595744681,5.0,0.018673607967406067,"### Explanation
Threshold systems show abrupt changes when a key variable (order parameter \( R \)) ..."
2025-12-01T20:42:02.149899,Adaptive_Self_Calibration,4.0,3,104,True,Informed_Low,0.024320399587446112,235,0.6893617021276596,9.0,0.02640108646446356,"### Explanation
Threshold systems experience sudden changes when a key variable \( R \) surpasses a ..."
2025-12-01T20:43:29.735321,Adaptive_Self_Calibration,4.0,3,105,True,Informed_Low,0.024320399587446112,205,0.6536585365853659,10.0,0.03188578227245687,"### Explanation

Threshold systems experience sudden changes when a key variable \( R \) reaches or ..."
2025-12-01T20:45:06.425055,Adaptive_Self_Calibration,4.0,3,106,True,Informed_Low,0.024320399587446112,238,0.680672268907563,9.0,0.02573970764776499,"### Analysis

Threshold systems display sudden shifts when a key variable \( R \) surpasses a critic..."
2025-12-01T20:46:41.480097,Adaptive_Self_Calibration,4.0,3,107,True,Informed_Low,0.024320399587446112,236,0.6313559322033898,9.0,0.024077133007756393,"### Analysis

Threshold systems display sudden shifts when a key variable \( R \) reaches a critical..."
2025-12-01T20:47:55.441501,Adaptive_Self_Calibration,4.0,3,108,True,Informed_Low,0.024320399587446112,169,0.6745562130177515,9.0,0.03592311193585659,"### Analysis

Threshold systems show sudden changes when a key variable \( R \) surpasses a critical..."
2025-12-01T20:48:43.055381,Adaptive_Self_Calibration,4.0,3,109,True,Informed_Low,0.024320399587446112,105,0.7904761904761904,9.0,0.06775510204081632,"### Analysis

Threshold systems show critical transitions when a variable \( R \) reaches a threshol..."
2025-12-01T20:50:12.998294,Adaptive_Self_Calibration,4.0,3,110,True,Informed_Low,0.024320399587446112,237,0.6877637130801688,9.0,0.026117609357474765,"### Analysis

Threshold systems display abrupt changes when a key variable (order parameter \( R \))..."
2025-12-01T20:51:45.518441,Adaptive_Self_Calibration,4.0,3,111,True,Informed_Low,0.024320399587446112,243,0.6378600823045267,9.0,0.02362444749276025,"### Analysis

Threshold systems show sudden changes when a key variable \( R \) reaches a critical p..."
2025-12-01T20:53:13.241626,Adaptive_Self_Calibration,4.0,3,112,True,Informed_Low,0.024320399587446112,222,0.6846846846846847,9.0,0.027757487216946677,"### Analysis

Threshold systems display sudden shifts when a key variable \( R \) surpasses a critic..."
2025-12-01T20:54:34.607853,Adaptive_Self_Calibration,4.0,3,113,True,Informed_Low,0.024320399587446112,235,0.7021276595744681,9.0,0.026889995473064733,"### Analysis

Threshold systems show significant changes when a key variable \( R \) reaches a criti..."
2025-12-01T20:55:51.155364,Adaptive_Self_Calibration,4.0,3,114,True,Informed_Low,0.024320399587446112,202,0.6188118811881188,10.0,0.03063425154396628,"### Analysis

Threshold systems experience sudden changes when a key variable \( R \) surpasses a cr..."
2025-12-01T20:57:07.727371,Adaptive_Self_Calibration,4.0,3,115,True,Informed_Low,0.024320399587446112,191,0.6858638743455497,9.0,0.032318193031989254,"### Analysis

Threshold systems show sudden changes when a key variable \( R \) exceeds a critical v..."
2025-12-01T20:58:05.969900,Adaptive_Self_Calibration,4.0,3,116,True,Informed_Low,0.024320399587446112,131,0.8091603053435115,9.0,0.05559116601596644,"### Analysis

Threshold systems display abrupt changes when a key variable \( R \) surpasses a criti..."
2025-12-01T20:59:11.028507,Adaptive_Self_Calibration,4.0,3,117,True,Informed_Low,0.024320399587446112,156,0.7243589743589743,9.0,0.041789940828402365,"### Analysis

Threshold systems show abrupt changes when a key variable \( R \) exceeds a critical v..."
2025-12-01T21:00:26.416279,Adaptive_Self_Calibration,4.0,3,118,True,Informed_Low,0.024320399587446112,164,0.7195121951219512,10.0,0.04387269482450922,"### Analysis

Threshold systems exhibit critical transitions when a control parameter \( R \) surpas..."
